text,label
conarium,0
Na0.84W0.64Rh0.27Tc0.09O2,1
Na0.19Rh0.0Hf0.84Pt0.16O2,1
fimicolous,0
',0
^::!,0
papelonne,0
53,0
62,0
Na0.23CoO2,1
41,0
%(,0
Na0.26Hf0.75Nb0.25O2,1
$|<$,0
11,0
Na0.4Rh0.51Re0.05Ta0.44O2,1
>+,0
Vestalia,0
',0
69,0
Na0.81W0.78Tc0.22O2,1
56,0
Na0.63W0.26Os0.51Ir0.23O2,1
96,0
atramental,0
":,",0
25,0
rheotome,0
thalamic,0
13,0
-_,0
87,0
-,0
6,0
17,0
[{-:,0
clavilux,0
67,0
100,0
:^{:<,0
=/,0
'|:?:,0
21,0
/,0
"*&,",0
60,0
38,0
40,0
chondrocostal,0
Na0.05MnyRh1-yO2,1
$,0
46,0
%*^=@,0
beath,0
42,0
46,0
22,0
Na0.16Pt0.3Fe0.7O2,1
witchhood,0
antiar,0
),0
unfilialness,0
paranephros,0
=/;!,0
*/!#},0
62,0
83,0
NaxRe0.11Cr0.78Ta0.11O2,1
accerse,0
93,0
*':<,0
_,0
"-,/\",0
"{\""",0
thalassophobia,0
Na0.36Nb0.82Pt0.09Hf0.09O2,1
)||$},0
27,0
81,0
Na0.93Ni0.39Re0.35Ir0.26O2,1
"%_]:""",0
Na0.92MoO2,1
54,0
Na0.46Rh0.84Cr0.16O2,1
"]""",0
2,0
burst,0
./_<+,0
Na0.55Tc0.71Re0.29O2,1
15,0
43,0
"&,",0
$=,0
91,0
"!;,",0
suprameatal,0
*.,0
59,0
pasteurize,0
74,0
60,0
+:,0
authorly,0
#|)/=,0
beet,0
manicole,0
Na0.02RuO2,1
NaxNi0.34Co0.29Pd0.37O2,1
enseat,0
pathopoiesis,0
Na0.79ReyHf1-yO2,1
96,0
47,0
^{_,0
Na0.76Pt0.41Os0.5Cr0.09O2,1
Na0.13CrO2,1
Na0.86Rh0.19Os0.81O2,1
@$,0
Na0.78Fe0.71Mo0.29O2,1
":/;,",0
Na0.66Ru0.66Ni0.34O2,1
NaxVO2,1
Na0.95V0.55Pd0.33Co0.12O2,1
65,0
16,0
unabating,0
NaxPd0.67Fe0.21Cr0.12O2,1
6,0
48,0
Na0.91Ir0.29Fe0.68Os0.03O2,1
86,0
90,0
dacryoma,0
59,0
binocularly,0
<,0
;,0
36,0
51,0
Na0.68OsO2,1
19,0
NaxPtO2,1
%$-+,0
"?$""",0
geodetician,0
Capuchin,0
%{,0
$;,0
Na0.81Ir0.45Os0.55O2,1
_#,0
.|%,0
],0
Na0.37WO2,1
isuret,0
51,0
cosustain,0
Na0.17PdO2,1
NaxZr0.82V0.11Ir0.07O2,1
"@\""%$",0
24,0
Na0.91CoxMn1-xO2,1
Na0.54Pt0.56Ir0.36Pd0.08O2,1
51,0
3,0
}[,0
NaxRu0.71Mn0.29O2,1
/{?,0
Na0.44Ni0.16Pt0.84O2,1
48,0
80,0
capering,0
24,0
Na0.25PdO2,1
14,0
glare,0
nigresceous,0
Na0.71VO2,1
"""%#^]",0
NaxCrO2,1
nonvolition,0
+:<!,0
Spyros,0
6,0
unregenerately,0
doggerelize,0
neurodendron,0
68,0
;,0
"[(>,*",0
"|,!",0
";)""<<",0
Na0.08Ir0.67Mn0.07Zr0.26O2,1
)+',0
68,0
69,0
.+,0
unconsolidating,0
niobous,0
78,0
1,0
Na0.33W0.59Fe0.02Rh0.39O2,1
"{""<",0
unsufficience,0
Na0.38Re0.27Zr0.6Fe0.13O2,1
Na0.87Ru0.17Zr0.83Pt0.0O2,1
^,0
NaxCoO2,1
\>-}',0
91,0
27,0
52,0
conusance,0
NaxOs0.7Zr0.22Re0.08O2,1
<,0
@,0
!,0
Na0.56Hf0.63Nb0.08V0.29O2,1
{.$!>,0
hula,0
!.,0
Na0.39ZrO2,1
+,0
NaxWO2,1
Na0.55Ir0.51Fe0.11Rh0.38O2,1
diathermancy,0
Na0.21TaO2,1
78,0
heromonger,0
precooler,0
!{\,0
overmercifulness,0
writhingly,0
bray,0
NaxMnO2,1
Na0.49PdO2,1
*+,0
Na0.21Ni0.0ZrO2,1
_(\,0
Na0.28Tc0.25Pt0.1Os0.65O2,1
40,0
!).,0
38,0
"+$]_""",0
83,0
"]|>?""",0
59,0
trustingly,0
Mozambican,0
lycaenid,0
Na0.12Pt0.55Ru0.45O2,1
:,0
/>&],0
rebatable,0
45,0
ovicyst,0
Na0.04Cr0.52Mn0.48O2,1
Na0.88Ta0.41Hf0.17Rh0.42O2,1
46,0
70,0
Na0.85Zr0.65Pt0.21Re0.14O2,1
31,0
Na0.74Rh0.03W0.68Fe0.29O2,1
%,0
14,0
15,0
}#.,0
;$,0
$$,0
95,0
86,0
NaxV0.06Hf0.65Nb0.29O2,1
&)^=,0
$,0
Na0.05WO2,1
supersedence,0
21,0
31,0
Na0.25Cr0.53Ni0.47O2,1
87,0
75,0
>]>},0
Na0.24Tc0.28Fe0.04Hf0.68O2,1
tymp,0
(>,0
Na0.67VO2,1
NaxRhO2,1
sievelike,0
"/:,",0
=,0
Na0.23Cr0.61Mn0.05Tc0.34O2,1
(_'[^,0
schistoid,0
7,0
71,0
simile,0
10,0
fretwise,0
26,0
Na0.02Tc0.11Ir0.55Rh0.34O2,1
"="";$",0
74,0
56,0
NaxZr0.19Ni0.81O2,1
75,0
whitebill,0
"_""",0
+/.},0
56,0
55,0
89,0
Analgesidae,0
vernacularity,0
!,0
Na0.85PtO2,1
nonrendition,0
17,0
"%""",0
26,0
Na0.67VO2,1
',0
+(_,0
NaxCoO2,1
NaxPt0.04V0.96O2,1
NaxMo0.68Pt0.04Ir0.28O2,1
)!,0
30,0
foreadmonish,0
updrag,0
historiographership,0
./[;%,0
89,0
Na0.36VxFe1-xO2,1
lanarkite,0
precipitin,0
nonintrusion,0
Na0.71Ir0.0Fe0.76V0.24O2,1
=,0
67,0
60,0
69,0
18,0
theriomorphosis,0
Na0.17VO2,1
Na0.83ZrO2,1
"{:,'[",0
Na0.58CrO2,1
impiously,0
]';,0
shaup,0
$$,0
Na0.16Pt0.06Os0.94O2,1
?@{*,0
_;,0
NaxHf0.26Os0.56Mn0.18O2,1
washhouse,0
battleward,0
Na1.0MoO2,1
zoometric,0
71,0
Na0.43OsO2,1
premillennialism,0
wippen,0
vasofactive,0
(,0
8,0
78,0
Na0.9Ir0.56Pd0.44O2,1
97,0
^,0
59,0
-@-,0
uncompanioned,0
"{#"".=",0
:,0
collatee,0
NaxZr0.35Os0.65O2,1
countergirded,0
!((&?,0
92,0
!|,0
/@(,0
Na0.96Re0.96Pd0.03Ta0.01O2,1
68,0
Na0.19RexRu1-xO2,1
NaxCoO2,1
khutuktu,0
/&,0
Bororo,0
Na0.34Pd0.38V0.02Ta0.6O2,1
Na0.55Pt0.15Hf0.85O2,1
86,0
wooden,0
NaxPd0.12Nb0.88O2,1
%%_&,0
Hectorean,0
chippy,0
overnegligence,0
;/:,0
acridness,0
@|,0
Na0.42Hf0.85Ni0.15O2,1
procommunal,0
Bipont,0
Na0.21Tc0.4Cr0.6O2,1
fanlike,0
NaxRhxCo1-xO2,1
$?{;,0
94,0
Bahaism,0
@&+<+,0
excretive,0
"(:""<",0
Na0.35V0.13Ta0.3Pd0.57O2,1
Na0.2Hf0.77Ru0.23O2,1
lambdoid,0
hydromeningitis,0
stigmarian,0
slithering,0
86,0
<#;=,0
*,0
ovatorotundate,0
",*",0
Na0.5PdO2,1
oxyblepsia,0
Na0.29TcO2,1
polysemy,0
"("";\",0
Na0.06TaO2,1
%|,0
magani,0
Na0.29Co0.55V0.45O2,1
autonym,0
[($},0
Na0.11Ir0.13V0.87O2,1
Na0.25Co0.62Mn0.21Zr0.17O2,1
soum,0
89,0
}$,0
Na0.19CrO2,1
counterplan,0
Na0.83OsO2,1
NaxVO2,1
Na0.16W0.78Cr0.21Tc0.01O2,1
61,0
70,0
Na0.5Os0.5Mn0.5O2,1
Na0.8V0.77Ni0.05Rh0.18O2,1
96,0
$,0
51,0
@\,0
=\^,0
cinchonicine,0
phonic,0
deceptive,0
85,0
"/!](""",0
perversity,0
+,0
creepy,0
tourmaliniferous,0
{}?#,0
Na0.5Rh0.05Pd0.48Nb0.47O2,1
inadequative,0
countertouch,0
31,0
97,0
"|\.|""",0
94,0
bultey,0
reillume,0
Na0.81Pd0.24Rh0.35Mn0.41O2,1
caninity,0
95,0
Na0.1VO2,1
!=>^%,0
80,0
bostrychid,0
punctually,0
Lolium,0
nidgety,0
:(?=/,0
*{/-\,0
nudibranch,0
&$$(,0
squirish,0
91,0
/@,0
51,0
",:(%",0
NaxZrO2,1
!,0
Charales,0
{#<%$,0
87,0
77,0
boxhaul,0
dullity,0
psychogonic,0
32,0
","":}",0
5,0
75,0
14,0
\,0
48,0
32,0
25,0
",&&",0
Na0.44Ta0.17V0.51Mo0.32O2,1
urnlike,0
Na0.56RhO2,1
$,0
hydroselenide,0
47,0
inclinatorium,0
Abrahamite,0
dioxane,0
83,0
orrhology,0
"@,<)",0
88,0
;-=,0
benzocaine,0
30,0
epiplanktonic,0
Na0.02RhO2,1
29,0
tripartedly,0
(,0
Exon,0
Na0.76Mn0.26Ru0.5V0.24O2,1
shutter,0
).<%.,0
cliented,0
Na0.38Tc0.6Mn0.4O2,1
-,0
23,0
cephalitis,0
5,0
&-=,0
70,0
"}]""",0
Na0.71NbO2,1
Na0.47Pd0.98Pt0.0Fe0.02O2,1
96,0
scalawag,0
:?\+,0
$*;(,0
60,0
})$!_,0
plankter,0
Na0.61Mo0.49Zr0.02Ta0.49O2,1
jusquaboutist,0
^#%<|,0
Na0.64PtO2,1
unaccreditated,0
$=[;,0
#:(@,0
67,0
medicophysical,0
33,0
!},0
.',0
22,0
carnotite,0
92,0
&:,0
Na0.13FeO2,1
beret,0
85,0
$$;,0
"|(->,",0
sniper,0
/,0
"^|[\,",0
Na0.38V0.31Fe0.26Mo0.43O2,1
phonographic,0
unmingling,0
Na0.07Fe0.83Ru0.17O2,1
:'@^,0
17,0
Na0.91Mo0.78Ni0.22O2,1
86,0
"},^!?",0
;,0
16,0
orthodome,0
>,0
Na0.51Cr0.42Ni0.58O2,1
73,0
mutualization,0
30,0
Na0.46Zr0.51Pt0.49O2,1
|),0
{$};;,0
87,0
2,0
57,0
78,0
58,0
Na0.18NbO2,1
?_/)\,0
cardiotrophia,0
mesology,0
"%,-",0
Na0.32CoxFe1-xO2,1
NaxTa0.62Co0.38O2,1
43,0
bronchomotor,0
&\{{,0
Na0.5PtO2,1
74,0
92,0
55,0
52,0
80,0
{*@|.,0
Na0.56Co0.12Zr0.67Nb0.21O2,1
89,0
dolichostylous,0
insuperableness,0
{,0
aetheogam,0
^<)?,0
<$*,0
60,0
Na0.73Mo0.44V0.56O2,1
$,0
^}%,0
-+.%,0
ecuelling,0
",(",0
isogametic,0
&;.),0
NaxIrO2,1
",^(",0
Na0.23Os0.98Ni0.02O2,1
Na0.53Ni0.41Fe0.59O2,1
86,0
(_#,0
80,0
degrade,0
NaxHfyPd1-yO2,1
92,0
?\,0
<|{&,0
84,0
(|:,0
50,0
ligne,0
*'*,0
sponsibility,0
chordamesoderm,0
(],0
Na0.91Cr0.23Ta0.33Ir0.44O2,1
$,0
=,0
accolated,0
sinapate,0
NaxRu0.34Pd0.06Nb0.6O2,1
1,0
54,0
!']!,0
Na0.43Mo0.03Hf0.76Nb0.21O2,1
misintimation,0
87,0
48,0
98,0
NaxZr0.76V0.07Mo0.17O2,1
35,0
[%[,0
NaxW0.63Cr0.23Ru0.14O2,1
woodskin,0
Na0.15Zr0.63Os0.23Re0.14O2,1
Cophetua,0
57,0
44,0
93,0
Na0.93Tc0.83W0.1Fe0.07O2,1
arolium,0
17,0
Na0.37Mn0.92Nb0.01Mo0.07O2,1
NaxIr0.9Mn0.02Hf0.08O2,1
immaterialness,0
Cordovan,0
reappraise,0
87,0
];,0
Na0.39Re0.86Hf0.14O2,1
Eglamore,0
botchiness,0
Na0.63Mo0.08V0.08Mn0.84O2,1
0,0
chthonian,0
95,0
26,0
1,0
overtop,0
siphonaceous,0
Na0.86Pd0.08Cr0.35Co0.57O2,1
Na0.15Zr0.42Rh0.58O2,1
",/[_@",0
Na0.49Fe0.66Hf0.17Ru0.17O2,1
Na0.42Ir0.84Os0.1V0.06O2,1
unmaternal,0
25,0
18,0
Na0.68OsO2,1
52,0
@'+;,0
:-,0
"',='",0
2,0
55,0
85,0
_',0
"%$,(\",0
62,0
{%,0
NaxRu0.85Os0.15O2,1
\_,0
nystagmus,0
7,0
NaxCr0.84Os0.02Hf0.14O2,1
triverbial,0
6,0
$&_,0
NaxZr0.19Hf0.58Re0.23O2,1
Na0.06NiO2,1
polytheist,0
^(^?&,0
Na0.98Pt0.76Ta0.12Mo0.12O2,1
$,0
mythism,0
75,0
|:',0
93,0
)^@,0
tightish,0
NaxWO2,1
57,0
sheetwork,0
photospectroscopical,0
unrejoiced,0
blaffert,0
4,0
88,0
44,0
79,0
49,0
76,0
27,0
46,0
25,0
intraspecific,0
',0
gaseousness,0
38,0
%+}=,0
;,0
Na0.27Co0.56Mn0.44O2,1
gnostic,0
78,0
Na0.6Hf0.58Pt0.42O2,1
Na0.33Zr0.26Ru0.37Pt0.37O2,1
;},0
28,0
48,0
^:,0
64,0
44,0
"""\",0
Na0.81Co0.86Ir0.14O2,1
coshery,0
;@,0
megacerine,0
adfected,0
#-,0
*,0
11,0
(;{,0
48,0
43,0
35,0
pinkness,0
<#,0
77,0
70,0
%>,0
/<,0
Na0.62Fe0.4Co0.34Rh0.26O2,1
cratemaker,0
lenitude,0
(,0
bepommel,0
NaxRe0.99Ir0.01O2,1
+_+,0
95,0
$&*),0
reges,0
NaxNbO2,1
NaxPt0.28Re0.72O2,1
stuiver,0
65,0
;-,0
Montu,0
^($,0
Na0.55ZrO2,1
furcal,0
Na0.84NbO2,1
10,0
16,0
misfire,0
Na0.43ZrO2,1
51,0
?{,0
slodge,0
?,0
_/+#},0
"|;^""",0
kromeski,0
44,0
+,0
0,0
monoureide,0
unanalogousness,0
53,0
Na0.29Pt0.51Ni0.49O2,1
piperine,0
Na0.43Zr0.76Ni0.02Ru0.22O2,1
palikar,0
[;#?/,0
9,0
Na0.25Pt0.36Nb0.64O2,1
9,0
9,0
NaxVO2,1
Na0.13V0.68W0.09Hf0.23O2,1
Na0.78ZrO2,1
>-%+',0
<=+#|,0
<(&(,0
74,0
uncall,0
Na0.3CrO2,1
Na0.52CoyFe1-yO2,1
retrogressive,0
%,0
96,0
ozocerite,0
/#],0
53,0
45,0
18,0
squamoepithelial,0
99,0
deciduous,0
"]-}""",0
torula,0
amazement,0
$,0
77,0
24,0
6,0
&,0
overprizer,0
^]'|,0
inelegance,0
confluxibility,0
Na0.13ZrO2,1
3,0
^',0
+[}\,0
holidaymaker,0
"""\",0
homodynamy,0
19,0
presocialist,0
Na0.21Hf0.31Cr0.69O2,1
NaxRuO2,1
procarrier,0
Na0.44Ru0.43W0.57O2,1
NaxCo0.12Ir0.68Ru0.2O2,1
}($,0
Na0.28Pt0.44V0.03Re0.53O2,1
Na0.8TaO2,1
!'?&{,0
NaxOsxMo1-xO2,1
15,0
monosiphonic,0
]),0
octavic,0
70,0
73,0
unmolded,0
"%""",0
NaxV0.23Fe0.77O2,1
NaxTaO2,1
=$:%,0
5,0
27,0
14,0
'@;}],0
27,0
42,0
Na0.94Tc0.4W0.6O2,1
Saurauia,0
sousaphonist,0
40,0
47,0
_,0
&$&\,0
fringed,0
kava,0
alcoholometrical,0
5,0
Na0.11VO2,1
grobian,0
92,0
96,0
64,0
Na0.19Ta0.96Mo0.04O2,1
7,0
42,0
divot,0
oligosite,0
Arthurian,0
impoliteness,0
^(?;*,0
thiasi,0
60,0
8,0
Na0.53RuO2,1
93,0
(]\:),0
Discoideae,0
Na0.2CrO2,1
83,0
72,0
Na0.11Ir0.06Ni0.78Ta0.16O2,1
@{>!,0
64,0
Na0.24Mo0.89W0.06Nb0.05O2,1
"""!",0
ventromedian,0
19,0
Na0.4HfO2,1
Na0.99Fe0.86Ni0.03Ir0.11O2,1
Na0.21Pd0.26W0.74O2,1
47,0
unhonoured,0
)+=){,0
NaxCo0.72Mo0.24Re0.04O2,1
82,0
trappist,0
2,0
59,0
93,0
+,0
84,0
84,0
/+:},0
Na0.64RuO2,1
Na0.32RhO2,1
Na0.03Ni0.52Mn0.38Ta0.1O2,1
&,0
93,0
84,0
Na0.86RuO2,1
Mandaite,0
%',0
verbless,0
!+^*,0
reserval,0
NaxCoO2,1
12,0
NaxOs0.54Ta0.46O2,1
/<,0
Na0.53PdO2,1
39,0
57,0
molrooken,0
]{/,0
86,0
Presbyterianism,0
atheroma,0
Falangism,0
interdivision,0
.},0
?{{{,0
%@,0
*);,0
quodlibet,0
.(!&,0
98,0
|/,0
Na0.63TaO2,1
Na0.43Mn0.61Zr0.39O2,1
Na0.24W0.79Zr0.01Pd0.2O2,1
U,0
rageful,0
citrate,0
paolo,0
{<@!>,0
request,0
13,0
pseudozoea,0
heptarchy,0
Na0.5Cr0.04Nb0.07Zr0.89O2,1
phrenocardiac,0
-^+,0
governable,0
Nabalism,0
$.:/,0
autocinesis,0
88,0
@[].{,0
baccharoid,0
prick,0
@,0
conceited,0
76,0
breeziness,0
NaxHfO2,1
Na0.63Ni0.84Zr0.09W0.07O2,1
(@,0
insignificance,0
resonator,0
loran,0
polykaryocyte,0
4,0
58,0
.)(@(,0
Na0.94Co0.28Ru0.72O2,1
boatshop,0
NaxZryPd1-yO2,1
Anthoceros,0
Na0.33Pt0.22Pd0.62Ir0.16O2,1
puddinghouse,0
32,0
nondeduction,0
\;,0
NaxOs0.23Ru0.77O2,1
0,0
50,0
NaxRu0.11Ir0.89O2,1
20,0
^>([,0
30,0
38,0
oversoon,0
76,0
auletris,0
Na0.01Mo0.83Hf0.17O2,1
pilotism,0
95,0
Monothelitic,0
Na0.16V0.39Co0.61O2,1
thickener,0
18,0
anomalism,0
Na0.69Pd0.94Os0.06O2,1
13,0
-%.,0
"<$,&",0
Na0.09Ir0.63W0.06V0.31O2,1
85,0
61,0
enhypostasis,0
57,0
)=:.,0
Na0.04MoO2,1
".,<",0
Na0.37Ni0.93Re0.01Cr0.06O2,1
77,0
73,0
80,0
scabies,0
96,0
53,0
Na0.41Mo0.4Ta0.6O2,1
!)+',0
_.+,0
*.,0
Mirfak,0
preominate,0
acervation,0
5,0
Na0.89Cr0.22Zr0.49Nb0.29O2,1
subtersuperlative,0
}:,0
Na0.77Nb0.73Mo0.27O2,1
Gethsemane,0
28,0
deipnophobia,0
petrograph,0
60,0
Salicaceae,0
"_!""""",0
44,0
trackable,0
!,0
50,0
apiculate,0
"""",0
81,0
Na0.56V0.48Ir0.46Nb0.06O2,1
",'",0
<=,0
39,0
Na0.08Rh0.48Ni0.02Tc0.5O2,1
88,0
$_,0
^,0
Na0.73Fe0.03Os0.97O2,1
58,0
aweek,0
-?#,0
44,0
neoterize,0
zoomania,0
ontologically,0
Na0.91Ru0.19V0.81O2,1
81,0
idiophanous,0
fragmentariness,0
|\|,0
62,0
Na1.0ZrO2,1
$_=#,0
Na0.49MoyRh1-yO2,1
poseur,0
#,0
outsophisticate,0
5,0
+$[>@,0
?,0
3,0
:,0
88,0
Na0.59Nb0.07Ni0.93O2,1
supplicavit,0
48,0
86,0
Na0.48Re0.99Tc0.0Rh0.01O2,1
Na0.45PtyMn1-yO2,1
turboalternator,0
$&,0
35,0
_,0
5,0
/],0
NaxNi0.06W0.05Ir0.89O2,1
*,0
{#,0
"*;,>",0
19,0
42,0
\}:,0
Na0.1Pd0.49Ru0.24Re0.27O2,1
Nair,0
(]{,0
90,0
",=.=(",0
Na0.21HfCo0.0Re0.0O2,1
11,0
Na0.41Os0.11Pt0.89O2,1
oxycephaly,0
unperforming,0
Na0.44PtO2,1
Mombottu,0
Na0.45NbO2,1
Na0.76Re0.61Os0.39O2,1
Otocyon,0
NaxHf0.13Re0.83Ta0.04O2,1
NaxHf0.45Ir0.55O2,1
Na0.38FeO2,1
Na0.82V0.03Co0.97O2,1
Na0.17Ir0.12Os0.38Pd0.5O2,1
NaxRhO2,1
prelegend,0
"$""{$_",0
rebar,0
NaxCrO2,1
43,0
38,0
%*+,0
(|,0
allegro,0
81,0
@{:&,0
samadh,0
wirer,0
&,0
Na0.77Pd0.31Ni0.69O2,1
Na0.53Ni0.18Cr0.79Hf0.03O2,1
Na1.0Nb0.18Ta0.73Tc0.09O2,1
87,0
$={,0
unitism,0
"""=",0
Na0.76Cr0.92Pd0.02Fe0.06O2,1
85,0
stonish,0
Na0.83Nb0.11Ru0.89O2,1
NaxOs0.44Ni0.56O2,1
Na0.94RhO2,1
58,0
82,0
Na0.5NbO2,1
53,0
anthropomorphitic,0
Na0.62Fe0.08Cr0.92O2,1
-,0
;;,0
59,0
provinciate,0
11,0
Na0.5Ir0.18Mo0.82O2,1
{(,0
incommunicableness,0
'^()>,0
tape,0
47,0
46,0
cuspidal,0
/%+{_,0
alated,0
Na0.82Co0.68Ru0.02Mo0.3O2,1
Decemberly,0
perjink,0
\,0
blackboard,0
epicoelia,0
Bonapartism,0
republicanism,0
"],",0
undisadvantageous,0
<\>,0
swack,0
glaive,0
">""-",0
88,0
2,0
Na0.91Cr0.96W0.03Mn0.01O2,1
Na0.97TaO2,1
90,0
morphoplasm,0
90,0
_*{[,0
subarticle,0
ratline,0
Na0.62Cr0.89Ir0.02Mn0.09O2,1
Na0.08Os0.67Mo0.11Ta0.22O2,1
inscriptively,0
22,0
outwarble,0
stockproof,0
"^_,",0
11,0
windowshut,0
NaxIrO2,1
Benjy,0
lukewarmish,0
Brigid,0
100,0
bismutoplagionite,0
Na0.89Os0.13Fe0.3Ni0.57O2,1
11,0
Na0.94Os0.85Ru0.15O2,1
"""^{",0
29,0
72,0
58,0
27,0
Na0.21Ta0.16V0.84O2,1
brookweed,0
coadjutator,0
^%>,0
Na0.61Hf0.21Zr0.66Cr0.13O2,1
&(,0
wagonwayman,0
hypercarbamidemia,0
12,0
Na0.93TcO2,1
)+],0
86,0
Na0.55Co0.84Re0.16O2,1
29,0
chiropodic,0
Na0.44Pt0.12Zr0.15W0.73O2,1
20,0
25,0
?@.,0
Na0.77FeO2,1
NaxWO2,1
uncorrelated,0
NaxMn0.68Ir0.15Nb0.17O2,1
49,0
:%,0
82,0
Na0.13Tc0.62Cr0.38O2,1
30,0
kittenship,0
Na0.33Ta0.78Fe0.2Nb0.02O2,1
8,0
84,0
enlevement,0
anhima,0
NaxCo0.59Ru0.41O2,1
Na0.02CoO2,1
:+),0
78,0
NaxHf0.63Fe0.37O2,1
"%'{+,",0
coderive,0
eosinoblast,0
fulmination,0
Cyanophyceae,0
NaxPt0.82Fe0.18O2,1
Na0.62Cr0.5Ru0.5O2,1
-+@?{,0
Na0.97NbO2,1
28,0
kalumpang,0
ungrieved,0
athort,0
Na0.48W0.01Tc0.99O2,1
25,0
Na0.14Mo0.96Hf0.04O2,1
"+{,*]",0
Na0.61VO2,1
Na0.22Mn0.92Pt0.04Os0.04O2,1
Burmese,0
Na0.85Zr0.96Os0.03Ir0.01O2,1
27,0
44,0
100,0
NaxMo0.87V0.13O2,1
&,0
Na0.06RuO2,1
laryngometry,0
deerdrive,0
stackage,0
Hottentot,0
27,0
"},*$",0
rickardite,0
26,0
(=]&,0
tikker,0
NaxVO2,1
<.+%_,0
>,0
12,0
],0
uncaring,0
shippon,0
untrellised,0
NaxCoO2,1
Na0.71Tc0.21Rh0.35Pd0.44O2,1
66,0
!,0
triableness,0
?$$,0
sperone,0
Na0.75NbO2,1
18,0
23,0
98,0
promoderation,0
heliophobic,0
84,0
pseudoarthrosis,0
corridored,0
Eugregarinida,0
neanthropic,0
unsolacing,0
[&,0
37,0
|,0
:,0
Hippocratic,0
dart,0
55,0
"""!?-",0
NaxFeO2,1
(^*,0
Na0.32Fe0.04Os0.2W0.76O2,1
NaxReO2,1
Na0.14Ni0.61Tc0.39O2,1
;$]-,0
Na0.97FeO2,1
fibril,0
=</.,0
Na0.74NbO2,1
19,0
86,0
?)\],0
!/<\,0
5,0
NaxRu0.69Fe0.31O2,1
57,0
"|,",0
7,0
"_#,",0
waddy,0
complementarism,0
16,0
platypygous,0
Na0.82PdO2,1
23,0
archorrhagia,0
63,0
49,0
15,0
NaxOs0.95Ni0.05Mo0.0O2,1
Na0.76TaO2,1
52,0
Na0.84HfO2,1
":|%&,",0
Athenian,0
foxship,0
53,0
pubescent,0
29,0
'\{!-,0
'_,0
97,0
34,0
:),0
analepsis,0
nonconstruable,0
12,0
respectlessness,0
51,0
17,0
"""""\",0
Na0.61HfO2,1
^&!#<,0
Na0.66MnO2,1
Na0.64IrO2,1
witchery,0
pneumolysis,0
Na0.73VO2,1
NaxTa0.39Mn0.13Co0.48O2,1
rajbansi,0
Na0.75Fe0.26Ru0.03Rh0.71O2,1
Na0.62NbO2,1
28,0
20,0
83,0
"!')+,",0
<{,0
78,0
98,0
opprobriously,0
NaxRuO2,1
99,0
principate,0
Na0.36W0.67Co0.08Tc0.25O2,1
tutster,0
Na0.24Fe0.35Os0.53Ru0.12O2,1
"""}!<.",0
79,0
NaxPtO2,1
arsenoxide,0
70,0
38,0
100,0
NaxCo0.46Re0.34Ir0.2O2,1
streetwalker,0
\>*,0
overrepresent,0
!=$),0
-,0
93,0
autoneurotoxin,0
uncoherent,0
3,0
98,0
|$%|^,0
=,0
(>),0
$-,0
@),0
Na0.27Mn0.42Ru0.3Co0.28O2,1
76,0
75,0
@,0
?,0
&<'?#,0
stegocephalous,0
&$,0
unmackly,0
NaxRu0.1Pt0.9O2,1
Na0.2Tc0.53Os0.38Fe0.09O2,1
0,0
19,0
-,0
[,0
Na0.78Tc0.26Fe0.74O2,1
Escherichia,0
62,0
Na0.69Nb0.73Rh0.19Mn0.08O2,1
\@:/\,0
Na0.46Zr0.9Pd0.06Hf0.04O2,1
rectogenital,0
23,0
cytogeny,0
23,0
unworthily,0
_%/];,0
unnumbered,0
NaxRe0.17Ru0.07Pt0.76O2,1
Na0.78ZrO2,1
Brahmahood,0
<_+<,0
Na0.79V0.85Ir0.0Rh0.15O2,1
(,0
.,0
arsonite,0
3,0
NaxPt0.81Pd0.19O2,1
87,0
:,0
>!$),0
60,0
\+,0
=>,0
Na0.61CrO2,1
neglectingly,0
(=,0
85,0
>>[:},0
leawill,0
",;",0
3,0
85,0
girly,0
"_+,",0
<,0
linje,0
64,0
mastoidal,0
{,0
kettleful,0
](':<,0
10,0
35,0
NaxCoO2,1
?!_!+,0
5,0
;;$^&,0
druggeting,0
NaxNi0.69Ta0.31O2,1
56,0
Na0.02Co0.87Zr0.1Tc0.03O2,1
31,0
25,0
83,0
",-;+:",0
tying,0
Na0.62Rh0.48Pd0.48Ru0.04O2,1
romancemonger,0
}*+^&,0
Na0.33Tc0.59Ir0.41O2,1
wastingly,0
Na0.73TaO2,1
reactionism,0
Na0.83Ni0.96Cr0.0V0.04O2,1
|;,0
Na0.14Ni0.59Rh0.17Hf0.24O2,1
_,0
54,0
51,0
!,0
flidder,0
"{,",0
=(>/,0
isochoric,0
64,0
16,0
Na1.0V0.52Hf0.48O2,1
93,0
[_|;,0
Na0.15Pd0.6Ta0.15Re0.25O2,1
+&.,0
72,0
geira,0
pedicure,0
Uzbek,0
20,0
intralobar,0
colatitude,0
93,0
]*,0
),0
92,0
Japonizer,0
67,0
Na0.39PtO2,1
aphototaxis,0
nonobjection,0
17,0
--)$?,0
76,0
[\+>,0
Olga,0
NaxW0.8Hf0.2O2,1
agglutogenic,0
33,0
overcoil,0
},0
Na0.69CrO2,1
dominant,0
82,0
%$?-,0
*(,0
Mochica,0
"?,\_",0
considerate,0
+?]:^,0
-?+,0
Na0.66MoO2,1
